19075,44847.96
19076,18199.773
19077,24015.477
19078,16667.553
19079,17319.87
19080,13760.573
19081,21846.324
19082,13549.804
19083,24374.031
19084,47721.4
19085,13782.219
19086,16612.262
19087,24117.547
19088,14008.008
19089,14669.984
19090,11513.783
19091,14134.398
19092,21354.605
19093,18510.352
19094,16318.254
19095,24473.236
19096,17154.652
19097,9573.437
19098,11768.404
19099,18002.916
19100,12611.959
19101,18543.836
19102,15840.4375
19103,19115.75
19104,10227.118
19105,15041.893
19106,10480.431
19107,10738.03
19108,13445.774
19109,23682.742
19110,25993.912
19111,16061.295
19112,21754.031
19113,12249.9375
19114,20093.86
19115,12834.641
19116,17677.352
19117,15837.099
19118,10551.572
19119,10791.182
19120,17832.152
19121,24968.516
19122,15454.682
19123,16589.652
19124,8515.558
19125,10829.702
19126,10571.708
19127,13615.977
19128,19441.996
19129,16347.212
19130,8612.966
19131,12452.846
19132,29931.66
19133,23541.883
19134,10399.994
19135,13786.609
19136,14270.543
19137,15620.114
19138,19047.469
19139,19383.104
19140,35583.07
19141,11148.798
19142,13988.996
19143,17969.055
19144,12470.508
19145,22359.277
19146,10056.06
19147,13282.563
19148,21440.559
19149,11261.535
19150,23602.469
19151,10790.338
19152,16985.21
19153,13825.321
19154,27464.107
19155,25702.09
19156,53448.406
19157,30343.041
19158,22323.354
19159,14599.331
19160,9858.642
19161,11644.262
19162,12884.115
19163,10760.523
19164,12974.801
19165,15888.644
19166,13899.479
19167,11184.156
19168,28968.041
19169,22871.752
19170,13466.309
19171,11464.014
19172,10173.357
19173,15821.368
19174,16012.366
19175,38242.805
19176,21613.941
19177,14166.451
19178,22093.082
19179,11076.092
19180,10694.806
19181,19318.527
19182,13851.705
19183,15308.847
19184,15777.007
19185,9163.641
19186,12162.428
19187,20337.926
19188,20853.637
19189,15299.928
19190,20337.5
19191,13538.359
19192,15442.82
19193,14581.812
19194,18068.074
19195,14682.4
19196,11308.937
19197,14918.737
19198,9688.57
19199,29843.867
19200,12923.115
19201,16235.311
19202,20217.23
19203,9905.873
19204,20537.64
19205,25355.297
19206,17860.016
19207,11986.352
19208,25589.385
19209,35509.88
19210,14988.148
19211,21815.883
19212,13365.558
19213,12123.248
19214,16413.467
19215,14765.843
19216,9839.301
19217,26732.383
19218,15022.022
19219,15404.985
19220,16746.842
19221,34744.348
19222,10324.8125
19223,16260.492
19224,22246.586
19225,9555.748
19226,10536.93
19227,11436.035
19228,16905.326
19229,9776.393
19230,27835.547
19231,24266.246
19232,10062.497
19233,10770.7705
19234,14062.77
19235,12525.77
19236,34812.71
19237,24095.498
19238,12932.795
19239,15338.851
19240,24289.656
19241,25492.389
19242,12501.195
19243,14922.665
19244,13947.484
19245,23238.969
19246,12481.443
19247,17081.918
19248,35587.855
19249,9752.625
19250,18826.555
19251,25428.479
19252,11476.42
19253,12749.555
19254,14157.834
19255,18231.531
19256,15340.036
19257,10063.524
19258,9895.835
19259,15456.185
19260,28321.38
19261,12473.637
19262,17085.977
19263,18146.822
19264,27464.814
19265,15816.676
19266,12512.373
19267,23141.611
19268,15973.334
19269,9200.519
19270,22971.217
19271,19241.3
19272,10237.58
19273,22069.098
19274,10822.01
19275,14124.0625
19276,14045.881
19277,10774.223
19278,14073.048
19279,36424.7
19280,16788.676
19281,20802.684
19282,8728.271
19283,9044.87
19284,9353.519
19285,26736.08
19286,10126.039
19287,12856.717
19288,17393.068
19289,27169.38
19290,14050.65
19291,15263.928
19292,14672.014
19293,28171.332
19294,11338.929
19295,24171.844
19296,17720.445
19297,31539.836
19298,24578.21
19299,21854.992
19300,11085.604
19301,20938.295
19302,24120.928
19303,26949.25
19304,16669.031
19305,22778.018
19306,16506.574
19307,16945.197
19308,10527.547
19309,16792.646
19310,19553.14
19311,38053.22
19312,11875.848
19313,11830.863
19314,16059.549
19315,9909.303
19316,10910.225
19317,20846.518
19318,20713.281
19319,10078.826
19320,10372.861
19321,24229.824
19322,22812.02
19323,21995.973
19324,26275.26
19325,17321.785
19326,16866.37
19327,10021.046
19328,19935.922
19329,28669.56
19330,21310.23
19331,24007.027
19332,12758.009
19333,14446.83
19334,24618.164
19335,11902.494
19336,15942.316
19337,40539.66
19338,9249.686
19339,22933.086
19340,25895.209
19341,11277.313
19342,10177.239
19343,15666.364
19344,16619.709
19345,12911.166
19346,23262.408
19347,7900.318
19348,22532.805
19349,25365.89
19350,22367.34
19351,8896.52
19352,26971.082
19353,17932.59
19354,13971.702
19355,11338.01
19356,27228.94
19357,23499.172
19358,16289.767
19359,18758.895
19360,14339.441
19361,33351.61
19362,26242.904
19363,19766.646
19364,12597.906
19365,16665.771
19366,24501.867
19367,21957.531
19368,15398.052
19369,22394.96
19370,31078.986
19371,25774.97
19372,18571.871
19373,46025.598
19374,10891.428
19375,34642.145
19376,20544.594
19377,12345.305
19378,26780.355
19379,13244.462
19380,22947.723
20745,12015.894
20746,36865.08
20747,18926.29
20748,25065.266
20749,15468.351
20750,20550.807
20751,22322.863
20752,33122.02
20753,26787.586
20754,19265.098
20755,13860.863
20756,11879.914
20757,6527.0903
20758,25481.621
20759,23384.527
20760,16581.996
20761,10757.742
20762,41925.082
20763,20276.629
20764,10851.073
20765,12263.018
20766,20467.988
20767,17041.922
20768,10753.229
20769,11433.713
20770,13373.132
20771,11986.42
20772,17551.406
20773,12860.273
20774,21840.074
20775,18929.25
20776,35816.562
20777,13265.675
20778,13706.687
20779,13890.865
20780,19388.89
20781,8347.472
20782,16299.619
20783,15773.607
20784,17371.367
20785,27055.12
20786,19236.951
20787,11137.861
20788,11350.658
20789,24484.441
20790,14356.123
20791,21656.84
20792,9891.947
20793,31055.045
20794,10887.886
20795,13422.635
20796,10171.097
20797,17012.365
20798,26689.152
20799,13280.588
20800,22813.346
20801,18071.365
20802,15246.57
20803,9586.941
20804,14614.335
20805,16060.896
20806,13847.676
20807,9336.441
20808,17625.299
